iter,best_cost
1,7.7577346295493035
2,7.7577346295493035
3,7.7577346295493035
4,7.7577346295493035
5,7.7577346295493035
6,7.7577346295493035
7,7.7577346295493035
8,7.7577346295493035
9,7.7577346295493035
10,7.7577346295493035
11,7.7577346295493035
12,7.7577346295493035
13,7.7577346295493035
14,7.08532918940953
15,7.08532918940953
16,6.7420414938779345
17,6.7420414938779345
18,6.7420414938779345
19,6.7420414938779345
20,6.7420414938779345
21,6.7420414938779345
22,6.7420414938779345
23,6.7420414938779345
24,6.696092200723381
25,6.696092200723381
26,6.696092200723381
27,6.696092200723381
28,6.696092200723381
29,6.696092200723381
30,6.696092200723381
31,6.696092200723381
32,6.696092200723381
33,6.696092200723381
34,6.409818602688794
35,6.409818602688794
36,6.409818602688794
37,6.409818602688794
38,6.409818602688794
39,6.409818602688794
40,6.409818602688794
41,6.409818602688794
42,6.409818602688794
43,6.409818602688794
44,6.409818602688794
45,6.409818602688794
46,6.409818602688794
47,6.409818602688794
48,6.409818602688794
49,6.409818602688794
50,6.409818602688794
51,6.409818602688794
52,6.409818602688794
53,6.409818602688794
54,6.409818602688794
55,6.409818602688794
56,6.409818602688794
57,6.409818602688794
58,6.409818602688794
59,6.391451979528796
60,6.2512575205996805
61,6.2512575205996805
62,6.2512575205996805
63,6.2512575205996805
64,6.2512575205996805
65,6.2512575205996805
66,6.2512575205996805
67,6.2512575205996805
68,6.2512575205996805
69,6.2512575205996805
70,6.2512575205996805
71,6.2512575205996805
72,6.2512575205996805
73,6.2512575205996805
74,6.2512575205996805
75,6.2512575205996805
76,6.2512575205996805
77,6.2512575205996805
78,6.2512575205996805
79,6.2512575205996805
80,6.2512575205996805
81,6.2512575205996805
82,6.2512575205996805
83,6.2512575205996805
84,5.868647263170959
85,5.868647263170959
86,5.868647263170959
87,5.868647263170959
88,5.868647263170959
89,5.868647263170959
90,5.868647263170959
91,5.868647263170959
92,5.868647263170959
93,5.868647263170959
94,5.868647263170959
95,5.868647263170959
96,5.868647263170959
97,5.868647263170959
98,5.868647263170959
99,5.868647263170959
100,5.868647263170959
101,5.868647263170959
102,5.868647263170959
103,5.868647263170959
104,5.868647263170959
105,5.868647263170959
106,5.868647263170959
107,5.868647263170959
108,5.868647263170959
109,5.868647263170959
110,5.868647263170959
111,5.868647263170959
112,5.868647263170959
113,5.868647263170959
114,5.868647263170959
115,5.868647263170959
116,5.868647263170959
117,5.868647263170959
118,5.868647263170959
119,5.868647263170959
120,5.868647263170959
121,5.868647263170959
122,5.868647263170959
123,5.868647263170959
124,5.868647263170959
125,5.868647263170959
126,5.868647263170959
127,5.868647263170959
128,5.868647263170959
129,5.868647263170959
130,5.868647263170959
131,5.868647263170959
132,5.868647263170959
133,5.868647263170959
134,5.868647263170959
135,5.868647263170959
136,5.868647263170959
137,5.868647263170959
138,5.868647263170959
139,5.868647263170959
140,5.868647263170959
141,5.868647263170959
142,5.868647263170959
143,5.868647263170959
144,5.868647263170959
145,5.868647263170959
146,5.868647263170959
147,5.868647263170959
148,5.868647263170959
149,5.868647263170959
150,5.868647263170959
151,5.868647263170959
152,5.868647263170959
153,5.868647263170959
154,5.868647263170959
155,5.868647263170959
156,5.868647263170959
157,5.868647263170959
158,5.868647263170959
159,5.868647263170959
160,5.868647263170959
161,5.868647263170959
162,5.868647263170959
163,5.868647263170959
164,5.868647263170959
165,5.868647263170959
166,5.868647263170959
167,5.868647263170959
168,5.868647263170959
169,5.868647263170959
170,5.868647263170959
171,5.868647263170959
172,5.868647263170959
173,5.868647263170959
174,5.868647263170959
175,5.868647263170959
176,5.868647263170959
177,5.868647263170959
178,5.868647263170959
179,5.868647263170959
180,5.868647263170959
181,5.868647263170959
182,5.868647263170959
183,5.868647263170959
184,5.868647263170959
185,5.868647263170959
186,5.868647263170959
187,5.868647263170959
188,5.868647263170959
189,5.868647263170959
190,5.868647263170959
191,5.868647263170959
192,5.868647263170959
193,5.868647263170959
194,5.868647263170959
195,5.868647263170959
196,5.868647263170959
197,5.868647263170959
198,5.868647263170959
199,5.868647263170959
200,5.868647263170959
201,5.868647263170959
202,5.868647263170959
203,5.868647263170959
204,5.868647263170959
205,5.868647263170959
206,5.868647263170959
207,5.868647263170959
208,5.868647263170959
209,5.868647263170959
210,5.868647263170959
211,5.868647263170959
212,5.868647263170959
213,5.868647263170959
214,5.868647263170959
215,5.868647263170959
216,5.868647263170959
217,5.868647263170959
218,5.868647263170959
219,5.868647263170959
220,5.868647263170959
221,5.868647263170959
222,5.868647263170959
223,5.868647263170959
224,5.868647263170959
225,5.868647263170959
226,5.868647263170959
227,5.868647263170959
228,5.868647263170959
229,5.868647263170959
230,5.868647263170959
231,5.868647263170959
232,5.868647263170959
233,5.868647263170959
234,5.868647263170959
235,5.868647263170959
236,5.868647263170959
237,5.868647263170959
238,5.868647263170959
239,5.868647263170959
240,5.868647263170959
241,5.868647263170959
242,5.868647263170959
243,5.868647263170959
244,5.868647263170959
245,5.868647263170959
246,5.868647263170959
