iter,best_cost
253,4.083292910215296
254,4.083292910215296
255,4.083292910215296
256,4.083292910215296
257,4.083292910215296
258,4.083292910215296
259,4.083292910215296
260,4.083292910215296
261,4.083292910215296
262,4.083292910215296
263,4.083292910215296
264,4.083292910215296
265,4.083292910215296
266,4.083292910215296
267,4.083292910215296
268,4.083292910215296
269,4.083292910215296
270,4.083292910215296
271,4.083292910215296
272,4.083292910215296
273,4.083292910215296
274,4.083292910215296
275,4.083292910215296
276,4.083292910215296
277,4.083292910215296
278,4.083292910215296
279,4.083292910215296
280,4.083292910215296
281,4.083292910215296
282,4.083292910215296
283,4.083292910215296
284,4.083292910215296
285,4.083292910215296
286,4.083292910215296
287,4.083292910215296
288,4.083292910215296
289,4.083292910215296
290,4.083292910215296
291,4.083292910215296
292,4.083292910215296
293,4.083292910215296
294,4.083292910215296
295,4.083292910215296
296,4.083292910215296
297,4.083292910215296
298,4.083292910215296
299,4.083292910215296
300,4.083292910215296
301,4.083292910215296
302,4.083292910215296
303,4.083292910215296
304,4.083292910215296
305,4.083292910215296
306,4.083292910215296
307,4.083292910215296
308,4.083292910215296
309,4.083292910215296
310,4.083292910215296
311,4.083292910215296
312,4.083292910215296
313,4.083292910215296
314,4.083292910215296
315,4.083292910215296
316,4.083292910215296
317,4.083292910215296
318,4.083292910215296
319,4.083292910215296
320,4.083292910215296
321,4.083292910215296
322,4.083292910215296
323,4.083292910215296
324,4.083292910215296
325,4.083292910215296
326,4.083292910215296
327,4.083292910215296
328,4.083292910215296
329,4.083292910215296
330,4.083292910215296
331,4.083292910215296
332,4.083292910215296
333,4.083292910215296
334,4.083292910215296
335,4.083292910215296
336,4.083292910215296
337,4.083292910215296
338,4.083292910215296
339,4.083292910215296
340,4.083292910215296
341,4.083292910215296
342,4.083292910215296
343,4.083292910215296
344,4.083292910215296
345,4.083292910215296
346,4.083292910215296
347,4.083292910215296
348,4.083292910215296
349,4.083292910215296
350,4.083292910215296
351,4.083292910215296
352,4.083292910215296
353,4.083292910215296
354,4.083292910215296
355,4.083292910215296
356,4.083292910215296
357,4.083292910215296
358,4.083292910215296
359,4.083292910215296
360,4.083292910215296
361,4.083292910215296
362,4.083292910215296
363,4.083292910215296
364,4.083292910215296
365,4.083292910215296
366,4.083292910215296
367,4.083292910215296
368,4.083292910215296
369,4.083292910215296
370,4.083292910215296
371,4.083292910215296
372,4.083292910215296
373,4.083292910215296
374,4.083292910215296
375,4.083292910215296
376,4.083292910215296
377,4.083292910215296
378,4.083292910215296
379,4.083292910215296
380,4.083292910215296
381,4.083292910215296
382,4.083292910215296
383,4.083292910215296
384,4.083292910215296
385,4.083292910215296
386,4.083292910215296
387,4.083292910215296
388,4.083292910215296
389,4.083292910215296
390,4.083292910215296
391,4.083292910215296
392,4.083292910215296
393,4.083292910215296
394,4.083292910215296
395,4.083292910215296
396,4.083292910215296
397,4.083292910215296
398,4.083292910215296
399,4.083292910215296
400,4.083292910215296
401,4.083292910215296
402,4.083292910215296
403,4.083292910215296
404,4.083292910215296
405,4.083292910215296
406,4.083292910215296
407,4.083292910215296
408,4.083292910215296
409,4.083292910215296
410,4.083292910215296
411,4.083292910215296
412,4.083292910215296
413,4.083292910215296
414,4.083292910215296
415,4.083292910215296
416,4.083292910215296
417,4.083292910215296
418,4.083292910215296
419,4.083292910215296
420,4.083292910215296
421,4.083292910215296
422,4.083292910215296
423,4.083292910215296
424,4.083292910215296
425,4.083292910215296
426,4.083292910215296
427,4.083292910215296
428,4.083292910215296
429,4.083292910215296
430,4.083292910215296
431,4.083292910215296
432,4.083292910215296
433,4.083292910215296
434,4.083292910215296
435,4.083292910215296
436,4.083292910215296
437,4.083292910215296
438,4.083292910215296
439,4.083292910215296
440,4.083292910215296
441,4.083292910215296
442,4.083292910215296
443,4.083292910215296
444,4.083292910215296
445,4.083292910215296
446,4.083292910215296
447,4.083292910215296
448,4.083292910215296
449,4.083292910215296
450,4.083292910215296
451,4.083292910215296
452,4.083292910215296
453,4.083292910215296
454,4.083292910215296
455,4.083292910215296
456,4.083292910215296
457,4.083292910215296
458,4.083292910215296
459,4.083292910215296
460,4.083292910215296
461,4.083292910215296
462,4.083292910215296
463,4.083292910215296
464,4.083292910215296
465,4.083292910215296
466,4.083292910215296
467,4.083292910215296
468,4.083292910215296
469,4.083292910215296
470,4.083292910215296
471,4.083292910215296
472,4.083292910215296
473,4.083292910215296
474,4.083292910215296
475,4.083292910215296
476,4.083292910215296
477,4.083292910215296
478,4.083292910215296
479,4.083292910215296
480,4.083292910215296
481,4.083292910215296
482,4.083292910215296
483,4.083292910215296
484,4.083292910215296
485,4.083292910215296
486,4.083292910215296
487,4.083292910215296
488,4.083292910215296
489,4.083292910215296
490,4.083292910215296
491,4.083292910215296
492,4.083292910215296
493,4.083292910215296
494,4.083292910215296
495,4.083292910215296
496,4.083292910215296
497,4.083292910215296
498,4.083292910215296
499,4.083292910215296
500,4.083292910215296
